,entname,idom_num,idom_numlabel
883,82ecb02552b3ab7196c53559669f90d9,1,域名知识产权少
884,501aee403aceb4e4d7c848ffcbe67221,1,域名知识产权少
885,c07c6ad514a926a134c7f5446281a3b4,1,域名知识产权少
886,74773aa9737e84b31c5a2b9a47822bb6,2,域名知识产权中等
887,149971e9fa97204592c1d516ad8ab24c,2,域名知识产权中等
888,fc7efb55dccaf310a2cd07b68443ae80,1,域名知识产权少
889,c2c31c533df51c20dd814236c78049ab,2,域名知识产权中等
890,9bc00d8e927eec6db5c76502f8f09caa,1,域名知识产权少
891,26d9c55800528d7978c034692c67b4ba,1,域名知识产权少
892,e2fef23b720444237c8f79e34f7761d1,1,域名知识产权少
893,e819c0421a151d39f934af8c59b938c9,1,域名知识产权少
894,276160ed19c0c62cc7ea42181d236d70,5,域名知识产权多
895,9ef96025afd91f77dc1538496f2f0a6b,1,域名知识产权少
896,1f4a31adbba094e2fd1fb0fdfb760fba,3,域名知识产权中等
897,54dbd78e24198438477dcd42ffde8818,2,域名知识产权中等
898,5f1e67f7ea2cd46aaaba173eb21cc059,2,域名知识产权中等
899,4f14016cfc2898386a9262450ca18063,2,域名知识产权中等
900,3a9cc62da5edffdabb1d561a67dcb768,1,域名知识产权少
901,b2091566edcf7a51721f2e20122bbe9d,1,域名知识产权少
902,243cf61558c56b00c306252e8b0df750,5,域名知识产权多
903,8cd2582ddbc584fbcec461ee2076bf22,1,域名知识产权少
904,d12e31d1025312a9aa50c1d52b4f18cd,2,域名知识产权中等
905,561066c0d30c08e53961fe3bd4b485b7,1,域名知识产权少
906,363dda598e533f93ab7a0c5d0314a6aa,1,域名知识产权少
907,f911b5d2728b7cfa9c1a337f29cc075b,2,域名知识产权中等
908,db757b827becc48dce3d9ea08e6dfc33,1,域名知识产权少
909,e995464b5a87fe18a2905f4e22e69e90,1,域名知识产权少
910,526fc0198493013964fc0cd6166dc1aa,1,域名知识产权少
911,6b443037a902688c3ec00a3c7ab8b90c,1,域名知识产权少
912,d9eadf33d5d42c3ef8172581f9565e13,1,域名知识产权少
913,c3df171b9f2fc96edbfc2c426d215602,2,域名知识产权中等
914,ea389f4d41adbd40f52007594ace25a5,2,域名知识产权中等
915,4eb9e3815c87ced3d927f2c78de5192d,2,域名知识产权中等
916,848a5e27deb67433d3c1cf3159ba4442,4,域名知识产权多
917,fb174a293ac7bd6284860c4937a042d0,1,域名知识产权少
918,5f8315b09fc2535d6d1a94e7b3f93ae1,1,域名知识产权少
919,63f6f442e7cadc4969e2ef6ab38e2af1,3,域名知识产权中等
920,ed72662c3a9b16a28ed1aab04aac9994,1,域名知识产权少
921,6245cec04ad1e107f59380510d4a2432,2,域名知识产权中等
922,113697cbf269afa0793311e959647199,1,域名知识产权少
923,85cd9142a4a564bbf52782b87d7ef54b,1,域名知识产权少
924,a3e009381676fe30b5d124aea1b04eb6,1,域名知识产权少
925,9dba0754538e46d38433cdfa608ed615,2,域名知识产权中等
926,07e8b404e8c45d93e86ea375126b1828,1,域名知识产权少
927,f799bd53e56f46c8216af9dadd9c2f90,1,域名知识产权少
928,8ae6e6fd921a71522dd0fce51288e81f,2,域名知识产权中等
929,ab1f841f94a71f5e2fd2d85acc4c3161,3,域名知识产权中等
930,d9e4769b7686df4f61f4de6dfedbdd4d,2,域名知识产权中等
931,d9189b4cc6d53dd955f0a6f37bfcdda9,2,域名知识产权中等
932,26a0e8ba8800a959926c7233230c90a1,1,域名知识产权少
933,51a311c340f470f5e1541654f3f4cdce,3,域名知识产权中等
934,d266cccbca2228295727fdccb3efd7cb,1,域名知识产权少
935,70e16b4e8e35e355aaa6e1235402c5f9,2,域名知识产权中等
936,a6e403153d565b444be32e80018a0f11,1,域名知识产权少
937,9840183e5f726161ea28fc4ff1314962,1,域名知识产权少
938,05a91419232d706ad9c8ec61c39e74d5,1,域名知识产权少
939,fd8dc245272e6f49475464d17390ac9f,1,域名知识产权少
940,ff88c2b9701f44bdaae6b59842e3c5bd,1,域名知识产权少
941,1cb38018661cd927433e0094fc4695a6,1,域名知识产权少
942,8c987dddf97c5493c9f30c680fbb1da6,1,域名知识产权少
943,3ef4627dc2e752b55b3d44c9d214cadb,1,域名知识产权少
944,810be197716d4f0a79a2e7f19915da56,1,域名知识产权少
945,35a360af15d762014d87e49c42cfe166,1,域名知识产权少
946,6e676c22534420c58fe2f915c4088059,6,域名知识产权多
947,8f5b6e6cfcd65836bfc59ff00a6f77c2,1,域名知识产权少
948,afddc10e44e29961707d8a7df7c620f2,1,域名知识产权少
949,2419177327c59aa02efd04e830d0c134,1,域名知识产权少
950,30f165cf663903c277a9753e02f73ae5,1,域名知识产权少
951,498ee979914f6acc6ba0d947d1ea90ee,2,域名知识产权中等
952,45d9ee8374412be7c590e56d445d5c00,4,域名知识产权多
953,42ef0071b0d904a4282d528bd02f16d5,3,域名知识产权中等
954,dcf2242fe527d6c7646354c563352f7a,1,域名知识产权少
955,319b9362b384d93bc63bc290305c88a4,1,域名知识产权少
956,ff9aa822958f2f26a02b441f3967a306,1,域名知识产权少
957,31f481aa4ca18cc942c51e6f2ddfce3e,1,域名知识产权少
958,12fd7f99b41cc053e8123831f2d99afa,1,域名知识产权少
959,0f44c00655029d162c73f2d78965ab46,1,域名知识产权少
960,a8ba97361211f9f93bc2a94142c69706,1,域名知识产权少
961,5ae94844c58a0462101ebf913da7c967,1,域名知识产权少
962,8eeef72e98aa4eec59da0872ce1da66b,2,域名知识产权中等
963,220320528f901f03e42dea83a13762d7,1,域名知识产权少
964,db5eb289ec2f7777ab242852f696afd0,1,域名知识产权少
965,b9aa71f76df76f8c707e03a2b98c6502,1,域名知识产权少
966,90bf88ca6299907825a20afe0ebe7ecf,2,域名知识产权中等
967,a798fb8fc35a7c644c453679ff7bde08,1,域名知识产权少
968,afbb51d011ba80b667ed1d6d988156b8,1,域名知识产权少
969,76a3c831023ee2afea459e30420b74b3,1,域名知识产权少
970,a7110136d80bc0c48575b13d541e6db1,1,域名知识产权少
971,4a1c82dc040992ceaee590ae17e9f254,2,域名知识产权中等
972,7d5dd5e453170342c8b5040fe210a236,1,域名知识产权少
973,4b40f706a53d0e44d212027942a81e56,1,域名知识产权少
974,67691cff201fe2dc1373aa34d2ed2ff4,1,域名知识产权少
975,b5c1bd9d52409acdeed7d0a203bffd81,1,域名知识产权少
976,cf3368c2290c042967184888a8d1b1fb,1,域名知识产权少
977,0e4c987e4cea1c0d2f53e4385c5d2609,1,域名知识产权少
978,e9814bcff1dd0fff1923a9b04cab3577,1,域名知识产权少
979,a14d0a5a9247a3409581c816b6a5755f,1,域名知识产权少
980,22b83b41dc8949b1b388168a19668cdf,3,域名知识产权中等
981,6e5919bf33b670693e0d811d94ae9e1b,1,域名知识产权少
982,1c7191c85c55963366655d801febcac8,2,域名知识产权中等
983,1cffe5ca2208c4d273d97e8416fa8572,1,域名知识产权少
984,3a8d606442caf1a30bb84dfb06c430e3,2,域名知识产权中等
985,85a632fcec25485b52aa58c31ddab565,1,域名知识产权少
986,580b45ec8372cd3e50bd7ace95f07f07,1,域名知识产权少
987,ee2287be686d66b968876e66156143c7,4,域名知识产权多
988,ef724da8fb7d7a84b82ed4ed7f7014df,5,域名知识产权多
989,e448801dd74b056286955f4c9742d822,1,域名知识产权少
990,b347da9d9dacebe51d88c76625b7780a,2,域名知识产权中等
991,f13b7f3b386450259ab6959a8e7b4b82,1,域名知识产权少
992,bdc9791a9b5fb42211b1cc4f0e27eb81,1,域名知识产权少
993,5e781f17c00ca5bf8f40ce6501838ce9,2,域名知识产权中等
994,c68eec6201ff4707f688767943eb9727,1,域名知识产权少
995,bc6ec03578aa31b9d524cf3628c41f4f,2,域名知识产权中等
996,60f1eaa298f5d85c1d1f16a6b67727c3,2,域名知识产权中等
997,1fed243449800517c12a7d7a91f9b9a6,2,域名知识产权中等
998,fc925cf69cedc1dac9f0355ef6aac12a,1,域名知识产权少
999,980aa017ad23e1fbe1c13a5403e9ffda,1,域名知识产权少
1000,0f9074fc1456d83694289953e13f14cb,1,域名知识产权少
1001,13660aea96df11b432690ecb2800a8bf,2,域名知识产权中等
1002,346a8acf3f0d8c5283311f69e350c890,4,域名知识产权多
1003,654dfb0808c1b9e262145d35e3b169b0,1,域名知识产权少
1004,de6db17db041337656c5c54af59b1bfe,1,域名知识产权少
1005,9495d4c732ecee57949f5620d16fa498,2,域名知识产权中等
1006,c59e925f17b38abe5459333dcf29f969,1,域名知识产权少
1007,ef290f2cc51c4241b79a7d6ebaeeddc7,1,域名知识产权少
1008,6a984567716bb4044294eb96a88b50e4,2,域名知识产权中等
1009,90816a8b3859a78ddc88719325419421,2,域名知识产权中等
1010,7b3cf8e13f4761fc29762d42a52dd5bb,1,域名知识产权少
1011,4d9af932325ef3fa5963e1f618f039b7,1,域名知识产权少
1012,90345f37f621e8b8a63b83cb0f0cc807,1,域名知识产权少
1013,4ba32ffd42f7b433a8772146c7a8b991,5,域名知识产权多
1014,2f0107eb20f459ed5d23726e9282624d,5,域名知识产权多
1015,0672e896d060f0f82a0fe9e4ae0cad5f,3,域名知识产权中等
1016,a84e6ca451f7c4335f1da1c974a1edab,2,域名知识产权中等
1017,77b2f03a83e1e0eb4b346784a42d7c79,2,域名知识产权中等
1018,62a246c3db86e6929cadcac6b6b83e18,1,域名知识产权少
1019,85e3dd036faf4203c1a1e7df9ebd0f75,3,域名知识产权中等
1020,46948540a485c206c13d63595977d9c6,2,域名知识产权中等
1021,5eda9864e059d115809be78cb769d6dd,2,域名知识产权中等
1022,b2545115eae570dd4037eb5dfc43d43a,3,域名知识产权中等
1023,dca322db5a9bae0e5b3405056757a758,4,域名知识产权多
1024,05bf553a5c72baddebecd9248658a6d9,2,域名知识产权中等
1025,3bd58c9fd34338fdeddda4755b25b9aa,1,域名知识产权少
1026,72f9dc4a54e1d9d95aad41828d726d8e,1,域名知识产权少
1027,bd94bb9cc71825e029540f4843c9c627,1,域名知识产权少
1028,a96177ea6391ec542bd25e037369a16e,2,域名知识产权中等
1029,154f4ecae45688d3aa8fd225cf41d24f,3,域名知识产权中等
1030,3164cfcc0fff58a582d9cf97349efbbf,1,域名知识产权少
1031,0b18f845414803fd75104ca5474f9d70,1,域名知识产权少
1032,d34d7caf2978eee8989fc4a557a1a51b,5,域名知识产权多
1033,3cfd1f8bac45a133e92ef6781066bb15,1,域名知识产权少
1034,c791d3034d96734b8e6858f5d50a563e,1,域名知识产权少
1035,8bb5d41f2663005b8626fa3185b41a91,1,域名知识产权少
1036,76d721de043490f0b9541d26a776b960,1,域名知识产权少
1037,6471284654fa3249e3e815a2304a346c,3,域名知识产权中等
1038,086326fe89ba9273e3323df8f0c164d7,1,域名知识产权少
1039,54ea2fb519b8cd70a83277cf0303e684,1,域名知识产权少
1040,5ffd838e37d6c7cc1bd9c61496c922ea,1,域名知识产权少
1041,9db181660437c924c1be16c411c533c8,1,域名知识产权少
1042,3ebbfa21e55295b86d979af7a46b795a,1,域名知识产权少
1043,6e0efae365b54f7d223ae0972d47a0f8,1,域名知识产权少
1044,ccb1c9466cd1e4ce043d14ecde61b90c,2,域名知识产权中等
1045,521f0e3a71600c5ee91f6722c3d16f32,1,域名知识产权少
1046,c90e17f7d6ddf3a96c2753e0439f64ae,1,域名知识产权少
1047,4931ca96b79bb86bd5ca45ae2065143d,1,域名知识产权少
1048,6b62d0f2110beac053b226e516c666ca,1,域名知识产权少
1049,e759753b23c8549a1cf5b21b2386d868,1,域名知识产权少
1050,82e96f08579a42944c4b69b5f33b80e8,3,域名知识产权中等
1051,b9911c27e1da579a6e181f31adceb2df,1,域名知识产权少
1052,927113d73d16c9eae86309c741f1ec6f,1,域名知识产权少
1053,07b4e7b49d25c0280baef2cdb31c2660,2,域名知识产权中等
1054,2d558e226c6dd3b123c928292cbb384e,1,域名知识产权少
1055,f5d5a4ed33eeab4671122c70e0bcd7a7,1,域名知识产权少
1056,774bbb5472e8c335a4d571aa5e986ec4,1,域名知识产权少
1057,74102bf2d4425cbad170d3c1b43c7415,2,域名知识产权中等
1058,02d43229080ff748eb5d94701fa60aab,2,域名知识产权中等
1059,2b4f79c4f298b24fd07c435773d937a2,1,域名知识产权少
1060,28d24089790ef21aadd41df4f031dce8,2,域名知识产权中等
1061,681facf4ce396c466ca0a8dce2022a46,1,域名知识产权少
1062,cfe5b31012656e556afdbf3ea07110aa,1,域名知识产权少
1063,5733467b68d59b7f935bdb2bf16dc150,1,域名知识产权少
1064,2bb1948f356fc96b26d58c31e988aba4,2,域名知识产权中等
1065,80e9af6ee69d2cb63f483e57b5eae602,1,域名知识产权少
1066,c22129c9130dab36ac3d3a050aaf0160,1,域名知识产权少
1067,0123b18df58486ae31e416ecbb24e434,1,域名知识产权少
1068,e8b0a210f44c58a7c6e927f554be4657,1,域名知识产权少
1069,57f2de6056e28bcfcd7722d6bc7af24a,1,域名知识产权少
1070,2c1d705fd9fb162a62afc8de88dcc893,1,域名知识产权少
1071,8080ba8a5faf0eed7c9a81d09dee1e67,1,域名知识产权少
1072,f0a89a81c25b1b84bca0c35336faa777,1,域名知识产权少
1073,22c3ae7f35a3e63d1b04332da089befd,5,域名知识产权多
1074,dfd0384765f6d35ca0af074b4de3bef4,1,域名知识产权少
1075,287cb1d0690d00454fa7a6123ce23a8b,2,域名知识产权中等
1076,19d3f6474c6f865a180e602fcbf3ae6a,1,域名知识产权少
1077,ce7666c91c2ff956b3d942c7cabc85d9,1,域名知识产权少
1078,144294526d30bf66cb0fbe1650bec119,1,域名知识产权少
1079,071af18a2c4fb8a5c691111d9840c684,1,域名知识产权少
1080,a440ca62e722b10e5c19c75f1f690cd4,1,域名知识产权少
1081,815cccc1ff0a49bed96ffed3cb208871,2,域名知识产权中等
1082,c83aa909fa37b313c07bc5b6feb8ce25,1,域名知识产权少
1083,cb2775c72ecc8baf8ed412101b5a7d48,1,域名知识产权少
1084,965e81a31e753095f1346a8f236da6f4,1,域名知识产权少
1085,bca44afa06024c64e636b851fef494ff,1,域名知识产权少
1086,dca7e960bf27e5fc345ba0af7fc601ac,1,域名知识产权少
1087,4d57c935fee52b1e72772acd306ddc6f,1,域名知识产权少
1088,1a22e12036a1f7523c99b2c81f7cb78d,3,域名知识产权中等
1089,f75d5057fb6bfcd27b746b658df09f25,1,域名知识产权少
1090,46dcfedc3fb88f032e46adfe51732101,1,域名知识产权少
1091,fa825babf5b1ed14352a60ac0c248590,1,域名知识产权少
1092,c4e03a59ea78adc4fc01d0094e55177b,1,域名知识产权少
1093,34c0a7c98ca7dbc4c4581d7711e70da5,1,域名知识产权少
1094,359598e8a9b10641cdcaaf2b124b1301,1,域名知识产权少
1095,47847ddd09726e872ad528bd17bc0cf5,1,域名知识产权少
1096,f362c47168dcb8bdea8e2b82e0c84096,2,域名知识产权中等
1097,4dfc1a15d5f42dedcfb06e12d737ac89,2,域名知识产权中等
1098,6545c790bf9403ca9f668032dc9bdc79,1,域名知识产权少
1099,a6483ae5f3314057d4093a8f39d1c6de,1,域名知识产权少
1100,b5d88a79536c3f53b58c91be6175ec18,1,域名知识产权少
1101,6b92c0d5952137005acf24e84f261b6e,1,域名知识产权少
1102,c6c94c54d9e3d061a9b59676f7725dbb,2,域名知识产权中等
1103,eaef170ff731c9da708c5a6394661db5,2,域名知识产权中等
1104,0a4383ea40a3e25cc580202c7ee67204,1,域名知识产权少
1105,5258ce03008e9c13c0461e63da7cc846,2,域名知识产权中等
1106,04e91162767a964f269d86a473e6ed38,1,域名知识产权少
1107,65a2fb0e4b855722b0336fc9e1bec536,1,域名知识产权少
1108,466906f5049b3044a8deffe9e18386df,1,域名知识产权少
1109,b8e52060517ebb4a283976ddea4c1ab6,2,域名知识产权中等
1110,80f918dea0b99cfcf9201e4d4024c6b2,1,域名知识产权少
1111,8e7fbe716fe69425ce87fca6ffa69c15,1,域名知识产权少
1112,ab25d3d1153628745afdfbddd2190a9f,1,域名知识产权少
1113,68fdc19ab58bea69f66c7e272b49c0a7,1,域名知识产权少
1114,222d7c1a7f95bed4e2fa4cd370637c02,1,域名知识产权少
1115,fdd939cf9a48ef7f7ec61b61f78b59d4,1,域名知识产权少
1116,e089f29af3f447cd59b585ff416714cf,1,域名知识产权少
1117,a3f60df0eadc8f70846dc42ed1654e17,1,域名知识产权少
1118,56bb1c0f6f2662baa1fe43807f94d8af,1,域名知识产权少
1119,9bec1051f63690d83225f5f646156115,1,域名知识产权少
1120,590d4faabf22cad78ec9e4da7ca2eff1,1,域名知识产权少
1121,2a69036966262cf1ece476c2371879b5,2,域名知识产权中等
1122,5aa246731b5cb137978114b114668c80,1,域名知识产权少
1123,76410b6705682a9f121592b42d94a393,1,域名知识产权少
1124,ff66c26dbb15720777d8044c3c3c85e0,1,域名知识产权少
1125,e7e64689ed16dc008717694ae548fc78,1,域名知识产权少
1126,d09a482283d491172cf07626509f820e,1,域名知识产权少
1127,32442edb8be663d8b0cfc14d8232f0cf,3,域名知识产权中等
1128,cc996457d5efbaa2361793914d36c60e,1,域名知识产权少
1129,1e068fdb182e05a0717335558d65d1c1,1,域名知识产权少
1130,bf2d81f46cee1dd0a379685fcb14de78,1,域名知识产权少
1131,84344b238c5ee6cda2f58a19530ddcf0,1,域名知识产权少
1132,034145a5b68b086e073e4b6d204a349f,2,域名知识产权中等
1133,eeeb273d8640cd9fa3baa80ca527213e,3,域名知识产权中等
1134,444a2826ee68611195c10f19cfd34948,1,域名知识产权少
1135,5badfe26e4e07c34ac6c79a191b44804,1,域名知识产权少
1136,cd72498ee85398f2f03ca8a1333690cd,1,域名知识产权少
1137,50db7e32248e83b28454c90cff46c53c,1,域名知识产权少
1138,bd158001bf1abc9326be8be44804b771,1,域名知识产权少
1139,0ad0042b507a0c58b2ab033fe387fe33,1,域名知识产权少
1140,0c7895e82807c9b63df58937e7eb562a,1,域名知识产权少
1141,703c3f4841d87781edd8d3890081faa1,2,域名知识产权中等
1142,bbc329212a88d82495fb8b416eda92d7,4,域名知识产权多
1143,f07506192aa36f499cd1084cbbee23b7,1,域名知识产权少
1144,a960906cfab94ca0b2d0df5ad8721352,1,域名知识产权少
1145,be9b2e041949a23e02b955cf931714a7,1,域名知识产权少
1146,8fbe8fd72d9d7d050f8cc3fcef324379,1,域名知识产权少
1147,4a5358afbff8a2258647a277a80ed593,1,域名知识产权少
1148,3c57d8d0fb90540ea19212ec63bf470d,1,域名知识产权少
1149,f758ab529947520c682cc8c2d583c247,3,域名知识产权中等
1150,a68f181dd299d650454cf053e56499a9,1,域名知识产权少
1151,8cb0a8d5db05cca2a6668098d3ed0205,1,域名知识产权少
1152,36f67e13cdb639c78188b7c77ebeb53f,1,域名知识产权少
1153,2bfbdb98c3a3fccc5d855402ac4ec3d0,1,域名知识产权少
1154,76cfcc0ed70c5b28409abe4642d8425b,1,域名知识产权少
1155,b3adaeff7d65ccb21d530aa4fb6f504b,2,域名知识产权中等
1156,4cd9863f7e3e07c619e9b2dd155da479,1,域名知识产权少
1157,4a7e1550414f1d2e7d3cabb4efae52f4,1,域名知识产权少
1158,b119d78a389e480f55462074d252923d,1,域名知识产权少
1159,3ad798d128c34d40f962cd3f12b36054,1,域名知识产权少
1160,53420dda440605d1f9b595f0d0dcb9da,1,域名知识产权少
1161,141c91774e965d397dec3a8b02c483a8,2,域名知识产权中等
1162,18cf151613bbda151bb5823521b4438d,1,域名知识产权少
1163,3e15691e8634c56fa73338d7cddbfb4f,1,域名知识产权少
1164,bb26e5a398f09956b7bc1fb9b18d85b1,1,域名知识产权少
1165,900afebc1f95eeb6eeed6827b9d8b999,1,域名知识产权少
1166,8e9416f2ea39f455537ab43de22dbae1,1,域名知识产权少
1167,e0985d7758149c58755d741ca97482a5,1,域名知识产权少
1168,668bc19a4a109d632ccd964d98687b8a,1,域名知识产权少
1169,9f7ae735257eba914d5b79021d614684,1,域名知识产权少
1170,2215fe0ebb82d8cd17b0fe113011ca5a,1,域名知识产权少
1171,687c2965eb44da6c22ec0b5edeb369c2,1,域名知识产权少
1172,080ecedb36958de45d905dc990ecda27,1,域名知识产权少
1173,4d27ea31c39684de5c3ea58ff093f328,1,域名知识产权少
1174,d4b5a0ca271282a5c22f7a977b5d84e3,1,域名知识产权少
1175,c11cf9047203caff6d800a7d1c60c309,1,域名知识产权少
1176,c5cafacdada95d9c5e85c69b2c4f69b8,1,域名知识产权少
1177,0313d6c8a9c463151dd357edfdf6abfe,1,域名知识产权少
1178,eaf059061fca23c752a1c48b5950f478,2,域名知识产权中等
1179,49453ef7f873c5325ef20b6ec1ae8ce4,1,域名知识产权少
1180,7aab56ee59621039a073be8da87f097a,1,域名知识产权少
1181,1971d7f307ec173c233e5ae56815e89d,1,域名知识产权少
1182,c5ecd0c73a4633fb6f8a256c1191c256,2,域名知识产权中等
1183,6d315030fa6a546bf8344c627fbad51e,3,域名知识产权中等
1184,961b2988d561f934fce7ac6e2814cfa0,1,域名知识产权少
1185,5c3f4097c3ab80aa4107d6c3e962818f,2,域名知识产权中等
1186,1de6d6bb3112058bcf13cc22769fc83f,1,域名知识产权少
1187,c66c21325dfd379ae120b0a7e5470276,1,域名知识产权少
1188,a2f674c998530c69084e1f550e46202c,1,域名知识产权少
1189,8b73878e76359c90d5852cdf7b92d5f1,1,域名知识产权少
1190,fac93ae583237c34dce9dc6c1d9182cc,1,域名知识产权少
1191,929073dc95642c244e09926f86044930,2,域名知识产权中等
1192,4013021b54f80e3de4acbf4802adb71c,2,域名知识产权中等
1193,2d78d45bbf1b3a42a4eee4c5f80c8431,1,域名知识产权少
1194,9d43850788372a782b15c9c495a8a4d2,2,域名知识产权中等
1195,228ee2c0728005865f68370fd5b7e36f,1,域名知识产权少
1196,16de9a69a3f63ab772c83197b72e82ab,1,域名知识产权少
1197,b96ab0457b3708278699bbe5fcf60963,1,域名知识产权少
1198,5426f032048e89a6631294d8901bc8ff,1,域名知识产权少
1199,6152a5480912cdb561cdca102c48639c,1,域名知识产权少
1200,ef456fee9c03b7a300d2a33c40acb036,1,域名知识产权少
1201,871ccee8ddb88555d706fb7a8b397eb1,1,域名知识产权少
1202,2165f28d1e9885ada1a69383592331e7,5,域名知识产权多
1203,24a593d53c3ac3f64cfdc43c22ca5f14,4,域名知识产权多
1204,3413bfc3ae0fdc90decb9595462f57d9,1,域名知识产权少
1205,ff036dada17e10f22b900f12039d38b8,1,域名知识产权少
1206,7ebd63ff52a211635fd5dfc444a750fb,5,域名知识产权多
1207,b492e375ebde5ef111eca6296bcf0586,4,域名知识产权多
1208,a689beff4d20d0ca34ba7dcc4fb4d0db,5,域名知识产权多
1209,5311d834b3542b8030ffae4992cad65f,1,域名知识产权少
1210,1e5e8c9b038c485d8d0fdbbf5c50e67c,2,域名知识产权中等
1211,f50f2b17dc8e68b9abe7da54fb7a1211,2,域名知识产权中等
1212,549207b1184cbca71db721110c4abba9,3,域名知识产权中等
1213,133d5c36a77587c4745c84bcf5085a26,2,域名知识产权中等
1214,f6c367989d6b2eceb3786f35c34cfd49,1,域名知识产权少
1215,e54fe36e00452d5aedd4ec981da62646,1,域名知识产权少
1216,97f2bc6c63f0890b86b4796b9ed16012,2,域名知识产权中等
1217,539471b86dc2fa59e29559017ae8d726,3,域名知识产权中等
1218,daa3e92889860e49aea15de3854239b9,1,域名知识产权少
1219,4bdb8f8c117ba1784f1cdd60da0569de,5,域名知识产权多
1220,e51c992dafc1be73d8859533a35ca649,4,域名知识产权多
1221,d455d0a47d91cd52a669960dae0f0eee,4,域名知识产权多
1222,2a05342b7bc4830adc2a7b4ded662775,1,域名知识产权少
1223,a17645390234644b43427418886152d3,2,域名知识产权中等
1224,e50c9ad0ddd329212f4ca312bedc4ab9,2,域名知识产权中等
1225,9aeaa531eeab4ecc6cbad18838f2c7d6,1,域名知识产权少
1226,f6ad413819b624676d4438ea681d35d7,4,域名知识产权多
1227,93e3496e2d7b4835d75d5fc8f2d51fe2,5,域名知识产权多
1228,2959abd984ab7deaaf32e0055e9154ad,3,域名知识产权中等
1229,5e99446211bf1fc875f240fd2a19603d,1,域名知识产权少
1230,ddd8fe8bf7eb27c64ad2b5dcb42736ae,3,域名知识产权中等
1231,cf499f52f24969c07ac1f71327835833,3,域名知识产权中等
1232,594a9e2f4931d858ab5a368bcb42ccaa,5,域名知识产权多
1233,9b9dc0fd5e771135d5abceb0c1aa8a78,1,域名知识产权少
1234,a94c7b0afdbdb1410755a9dce2d5b473,3,域名知识产权中等
1235,8f8b77b46e2d5d016b9a34aea19d21c1,5,域名知识产权多
1236,1d8e5ba5bbc76c87fdb7b42c7f8773e6,5,域名知识产权多
1237,a033e653054488f6c606df0734e9771f,1,域名知识产权少
1238,c00c3b8d10271699432df1a71d8baf64,2,域名知识产权中等
1239,f03e3718678114a5bed60ce0a72e2808,5,域名知识产权多
1240,30ef2077c8f92d414fcfd1489ba36d65,3,域名知识产权中等
1241,d469a9af58d5d820558421c9b9f61398,1,域名知识产权少
1242,1be1ba44480855539410cb18ddd435c3,1,域名知识产权少
1243,65f7b2c71949f8732c4bd204b493d1cb,1,域名知识产权少
1244,d2db21ea3c551c1ed32b4b0d085fa875,1,域名知识产权少
1245,508a1b09b114cbe366bd5a378b17cba1,4,域名知识产权多
1246,ffc5781e38014fe8bad35a4c874791e5,5,域名知识产权多
1247,8dea1acfe9b87fe128270e9a31201c61,1,域名知识产权少
1248,4c64a611d51289e5aba7ccb3d93bde9f,3,域名知识产权中等
1249,0593d0165eae545e5910c552a55ecf8d,2,域名知识产权中等
1250,092c0226c87a189d4d773330acada685,4,域名知识产权多
1251,48e412fd1de2f7ed2b85d36db610be97,5,域名知识产权多
1252,77cb92a3d9925876e85339b5b574296c,1,域名知识产权少
1253,0893cf27c2ed71795f305111b125a5ed,5,域名知识产权多
1254,e8e7fda9df40d3dbf35bcf4f84714a77,4,域名知识产权多
1255,590e907e2052d83791e68c3ea121c42a,1,域名知识产权少
1256,7fcfb282171cc5390687d262f40c9932,1,域名知识产权少
1257,3fabe67a5c19000117e5f7e740b28bbf,1,域名知识产权少
1258,5845c5ee8e1119596bc14d77b7ee4d05,1,域名知识产权少
1259,6f27f7d836cbe670e006239fbb115c03,1,域名知识产权少
1260,ec73c4c90ac66135588190616184da8d,1,域名知识产权少
1261,6a1c4649ddad47fd9a407b523fe27cb7,1,域名知识产权少
1262,a941db6c65a698a34e6d58bc2ee52b0e,5,域名知识产权多
1263,82e837a60164c2b57d198b8e5c9524b3,1,域名知识产权少
1264,72584d9d3b1172674c309cb506e7ff05,2,域名知识产权中等
1265,9e9a1ac47da6772e9436e7499521705c,1,域名知识产权少
1266,93a309a56b284d144cf6b55cd31d1c54,1,域名知识产权少
1267,267386042ede25edb60b0fc763af281b,3,域名知识产权中等
1268,ea06034e9d68cd8b11ee1ad62e4a7e70,1,域名知识产权少
1269,ecd77345e593760634f0514dd15959b6,5,域名知识产权多
1270,b783cfeef51b20786244266aad5446a6,1,域名知识产权少
1271,8e09ca292313db8914956b9cd72e2233,1,域名知识产权少
1272,1d1d9e47fef8e220fa726d8e6a7f4e2f,5,域名知识产权多
1273,9fd32002c3f140dc695d5ce87b22beb2,2,域名知识产权中等
1274,ba5e278874321684af6e07e6dbf96fa1,5,域名知识产权多
1275,f15d02e68cf12bbc77b6087af501ef86,1,域名知识产权少
1276,7efd823361f34797d458ae93677f5228,1,域名知识产权少
1277,70ca250bc93d01e0a37b3b4718a0cce1,4,域名知识产权多
1278,0fcba90870fe1b1b3dc9991ca0f216ec,3,域名知识产权中等
1279,4334d343094f6590e2720691298cf472,6,域名知识产权多
1280,0dc61afd61f141308407d9960fdf43a9,1,域名知识产权少
1281,2d887f93797af62bd2247845aaa9d50e,1,域名知识产权少
1282,373a1147fa9ca6f093918e9def496f33,4,域名知识产权多
