,entname,punish,punishlabel
422,b6688e6b22e0c8b6f88c18bc3a468233,1,处罚次数少
423,72d40ba049cdd43f768ef388606d0e86,1,处罚次数少
424,bee6632f77417d0b097470cd01b835df,1,处罚次数少
425,9cf4540c319bb368ead5af424a6a5684,1,处罚次数少
426,e9241b413df2a5cfb47e8282aa8bc827,1,处罚次数少
427,5af19e83d62d1570aaf681bffa633c74,1,处罚次数少
428,af3838cf10285e4d6603397dbfe4a005,1,处罚次数少
429,5c4eb5f3f9b543f9147bbe84648f42a2,1,处罚次数少
430,a473cc9bb0b256e48c332c1afe6cc922,1,处罚次数少
431,ccd8ed31660b3ec20a1a487404257dc1,1,处罚次数少
432,af665bbcc12cd830d3396264c5d91d3e,1,处罚次数少
433,780afa87ff4ef995abd01063be90f0aa,1,处罚次数少
434,93f3846580f9d3fc22c13ba211cd0c2d,1,处罚次数少
435,10b31803a64ddf72a6c6b389999396d8,1,处罚次数少
436,7f48aca8da0ae228fa366fa2e8653326,1,处罚次数少
437,07de55b4fdf2ecaff6a446cc8353570b,1,处罚次数少
438,fdab7328fcf089ef7f0d98307fa706e4,1,处罚次数少
439,7ab6d29ea5dc5ff1b7af569b3a447dea,1,处罚次数少
440,861ceca2d4357d6282a649400bd02523,1,处罚次数少
441,99fd29a519f62fe7ca9a78e71e0e6a42,1,处罚次数少
442,6f26e9fc67494b0488b70877d14e23f2,1,处罚次数少
443,93a6f1440ce1e06206f50df3b71de497,2,处罚次数少
444,c1e8ceea8def1ce8639ba87e624ba9dc,2,处罚次数少
445,de3556778fd779c966a309012741d6b6,1,处罚次数少
446,5280fa0ad8f7a54c7b579f74c7a6e23c,1,处罚次数少
447,43b26e077132cd7dd85031c80afaa08d,11,处罚次数多
448,655c3f58e6614edf1a43aa8294994879,1,处罚次数少
449,84141aa53569e161ae3a88ae8689228f,1,处罚次数少
450,83e0c2001fae3c17d5c4ee4ff055f6d2,1,处罚次数少
451,3ebdbd1b0a89d290fe8b8e42c4757698,2,处罚次数少
452,abc70b8f11a2042cfc8357795b06195d,1,处罚次数少
453,e27024fe66cc123d45232e32a0f35f8a,1,处罚次数少
454,bf0896c9a607964cb6399e778f75bb0f,1,处罚次数少
455,1bbbccf914bcf1f94f9aff979c3cbd29,1,处罚次数少
456,52e381df7b63f438f2ed3c985afe7b8a,1,处罚次数少
457,3a020839667c60ad6e718b6a5634ce8b,2,处罚次数少
458,5caa176a2c38e52cca7dea7ff04325b2,1,处罚次数少
459,89ce9ed9af0982c62bbc3a68368b79b3,2,处罚次数少
460,ff53315ed609906c1d62db57ae14496b,1,处罚次数少
461,57b5210ace9456d492872331ec0925b5,1,处罚次数少
462,754580d1fb8f400873360a969d6da699,1,处罚次数少
463,8b3478cf1c6a1e6a482882bd5299979c,1,处罚次数少
464,686c2786f10e7410314a60f9f2e2c402,1,处罚次数少
465,26f31362e93bed66d4ff00ecf6870c11,1,处罚次数少
466,47eee461ad56eb90ecabccc147b74a7e,1,处罚次数少
467,95d8286f12ef37da62cf6fc3b4fc8499,1,处罚次数少
468,65ab7f3335b0663bbc0da85b1e927ff7,1,处罚次数少
469,a5e673135c9bae5d9033030ff84f5143,1,处罚次数少
470,a08381738ad8dcfc12e550a546077559,2,处罚次数少
471,e2a5dde0aaeae605788f19344aefd16b,1,处罚次数少
472,644ca3aab1f6b7d272174406ee905206,2,处罚次数少
473,4ffe556fda8774729c4b4189523662de,1,处罚次数少
474,87187bd70ec5e0922a47adbef88205b2,1,处罚次数少
475,fc603e2289c879dee323762dc6d9f3d2,1,处罚次数少
476,c0f920e6dbef9f7af245b58e5986bd95,1,处罚次数少
477,d5c385528f34deb4421edfb155106d91,1,处罚次数少
478,e0da13a91d9de5a057db4a6fb5c93856,1,处罚次数少
479,d9ca5302d1d51ae21792b59d84e0c809,1,处罚次数少
480,41742ea6007c297cfd6f72a8ff1d51e9,1,处罚次数少
481,9ffc6a487c3a2474aa80bcb82e3aefb0,1,处罚次数少
482,4c1c3c345fadd8f44039c26efba0e0d3,1,处罚次数少
483,5745da399454187a19b6eff5fb4d59d0,1,处罚次数少
484,bb728149479fa9dce7823367a14102b9,1,处罚次数少
485,dc302396fd0afeb8cd0f19fc1dfb9b9b,1,处罚次数少
486,06e0e9f56ffbe659e7c14d2f82a937ea,1,处罚次数少
487,7529e4b5b5c0e34f72d8ecbd8b474cb3,1,处罚次数少
488,d1a7acb9981d14b1d64341e9f61d4057,1,处罚次数少
489,85d34181f116d2a2d0c5e7daec37fe46,2,处罚次数少
490,8a1b18aa710afdb5ab46e3a69ff0cc3f,2,处罚次数少
491,07fff610349259e84feb5a58106df335,1,处罚次数少
492,0a3a3b17a3f3b2cebeb27abf57aca497,2,处罚次数少
493,58008d5454d6991cea49f44a0c7db4bb,1,处罚次数少
494,52eee86fe54ad3e8c1bf74c1c4aee346,1,处罚次数少
495,500369af4e19206f356417950e78c221,3,处罚次数少
496,ac5b1cbea2753782df7a983d27740b1b,1,处罚次数少
497,dad40c6969930ed6a6fdea2b49f6823a,1,处罚次数少
498,082ad47a89ad5d2a8528a0a87e0c5bf4,1,处罚次数少
499,259b5ddc7a7f4c3dff8814376670f106,1,处罚次数少
500,1bf0eb2c27399c52eafeed47508213e5,1,处罚次数少
501,34fc90f428f0b0c7cc93c7431f47ff7c,1,处罚次数少
502,c6441a7f57c44cceeaaf56086336309e,1,处罚次数少
503,6a5f81b7211639daa3708a6b24836fcb,1,处罚次数少
504,004f31d48ffc3bfac6ca283be74ecfcb,1,处罚次数少
505,00c9da03cc40c7da37047698c34fb2f2,2,处罚次数少
506,e50e489ad2f47612d6d36486b4c4b04e,1,处罚次数少
507,c1d324d5f05c3e2feafe564736721bb2,1,处罚次数少
508,1ceeefd33653590de682e2af164e19c6,1,处罚次数少
509,5f3a6fea1098520a7d13f8d9d40ddea3,1,处罚次数少
510,8cdcaccf93423913df3f4b21684b0a48,2,处罚次数少
511,519fdb17e67d9d64e12fa26fbf5dc776,2,处罚次数少
512,c219e31404b0d2be47055e2740cae17b,1,处罚次数少
513,9dd26b7de3b62a3ade245f8cffbbb707,1,处罚次数少
514,3d7dfc343f7b372afb5131669a2df151,1,处罚次数少
515,87023ba6ba626fe1937cb2b51c6c754b,1,处罚次数少
516,1ad4052e2f1b3608eb91482f33da955c,1,处罚次数少
517,61d431f350b412e84d8540e4c1c1abe0,1,处罚次数少
518,6583575c7c22e4734ad90e7f1373e714,1,处罚次数少
519,ee17b78a5f66e74834d3302661f5c255,1,处罚次数少
520,d3b24472a9daa43a25ac05521fddee54,1,处罚次数少
521,71f00135c3b280f9709eb0dd24b025b7,1,处罚次数少
522,369b17ef8025620e5bf4bd9d208e841e,1,处罚次数少
523,0d89f1af2227598d615c705eb87531f2,1,处罚次数少
524,e468201d25339cf6da46a55cf52d6f08,2,处罚次数少
525,aa6f2b14005bbacfe43de99017acd032,1,处罚次数少
526,19e21f47e6289afa23eb4e055e0d6fc6,1,处罚次数少
527,e3a8320b73a20a7852a0efc02c4528c9,1,处罚次数少
528,777559d454344992ed968ff14ba79581,1,处罚次数少
529,2656bb61144ef05df01f3d2b7e39a462,2,处罚次数少
530,a6ab41d4af8e3383a8828cbfac776a7f,1,处罚次数少
531,5edf2989de372786058734e4a55c8855,1,处罚次数少
532,b9eab011423fb2d94f8e0342d60806cf,1,处罚次数少
533,7459184fd612986419a8e9ec0d159f48,1,处罚次数少
534,9d1372b742fe0aead305e8ac8032da1a,1,处罚次数少
535,da2dc6d69bb212d0848535953bf4c0fc,1,处罚次数少
536,48657a1373fdd1a48b2e8ba3bee3c96e,4,处罚次数少
537,977df5050add8d8fc23bdebb6b7c59c1,1,处罚次数少
538,09feebaacd943eb523e70d62b8dcd9a8,2,处罚次数少
539,95aefae53a060eeac46557a1066baec0,2,处罚次数少
540,e409ec6b281b0d8930e6034cc2c6bb74,1,处罚次数少
541,cfbf7baf7eec18e557f18df3745a25d7,1,处罚次数少
542,a9499070b993c1480446ef0af4e61ab7,1,处罚次数少
543,b08aec8039b87280ab0c83b35444ca50,1,处罚次数少
544,27f10e8c647f5580d5080e69acdda998,1,处罚次数少
545,26f7e39290c2f23b088ed5cdb98952ce,1,处罚次数少
546,5cb53e1015537d2d500cadd2259a4f7e,1,处罚次数少
547,c305075e10cb28564fc79310c234c4fc,1,处罚次数少
548,eb3013e27d150c140996ecc365c93537,1,处罚次数少
549,a992fb63e7212ca175aca265a105545e,1,处罚次数少
550,4314c8d0244cefc1b3d4b9fb4be9a2ee,2,处罚次数少
551,8e1de0098ab7a5847389fe31e4c2e334,1,处罚次数少
552,68aa2d337aa840e7f0fcb739db39d073,1,处罚次数少
553,816e451ab9dffe5292b1bb10e0043202,2,处罚次数少
554,61f460f5f4d55a3e94b409f15e066658,1,处罚次数少
555,f0afc9c10ee8a43c0732e9c5db61f447,1,处罚次数少
556,f8c13591676d532faa3c94e2457102a2,1,处罚次数少
557,17c791d22112350f09cbb7c0c8baa1cb,1,处罚次数少
558,6d988b7222023c855882af070ef3e9f5,1,处罚次数少
559,35c59b589e506cc1a1af2e75a7ef4f97,1,处罚次数少
560,cf53c5b9a18b76de0941de2c11a7462b,1,处罚次数少
561,80372b8d396bc42dddfa2a2c2e78a665,1,处罚次数少
562,406c8d858352f74ba4b25d4beda967a9,1,处罚次数少
563,c2ff83d82920daaf55be95e7bda50a3f,1,处罚次数少
564,65b2b8ef5d1278a466d4218b4619fc2b,1,处罚次数少
565,4c2be6980f2849a80b3fa494c04b33f2,1,处罚次数少
566,c0c6b951174804a2bfb0dfb6eb3a6107,1,处罚次数少
567,1477461b12dd2d1a1bffef01a852f53d,1,处罚次数少
568,9d6f73edbefc1487792e20094819e46d,1,处罚次数少
569,740f2e9cfcf40a94ea5964daf8b243ad,1,处罚次数少
570,1815d3cfb392b95ac2da4fd273b6569b,2,处罚次数少
571,5c2fc5a8cfc274a507393073273ef218,1,处罚次数少
572,01293f569b1982f582acd24f4ad8c494,1,处罚次数少
573,ece3968498599a937906f87db02cd49f,2,处罚次数少
574,93f293c82d403e860fd14bd68705b967,1,处罚次数少
575,4726787329169884b3c25a088544b4fd,1,处罚次数少
576,217628a7e408fa41e0ae9ea3be44d3da,1,处罚次数少
577,a779c5f5c861178af92de0ca88c8086f,1,处罚次数少
578,e4dfb87a20003c0807b4551c65bfb08b,1,处罚次数少
579,297a7aadf9a1a9cad812f461623db033,1,处罚次数少
580,1e322070b1ff72ba70c07387c3a26062,1,处罚次数少
581,a7d48eb502332c227ebe29516fb76a8f,1,处罚次数少
582,59a072c85341c43228e9640a4a9e804b,1,处罚次数少
583,5db7a96015c25556dbc8b40c096c689f,2,处罚次数少
584,d3336cbb77d2341c4ee59f1e00a50122,1,处罚次数少
585,396f71be81dbd91115bbf66acffd20f3,1,处罚次数少
586,e781784ba631b87fe67d8007febf7f59,1,处罚次数少
587,66eebda197f80d282f22a7684e9bcbe3,1,处罚次数少
588,ee01c96cc664f64fa59955b269d82833,1,处罚次数少
589,89006769eb847fbeb289ed0f66d0c7a9,1,处罚次数少
590,d3a445130df44f0f65258ddf405d7fdb,1,处罚次数少
591,4ac30fca21cb0dcdd913e960ab94e1f9,1,处罚次数少
592,5c189ead1f42eb14eacea42777d6447e,1,处罚次数少
593,dd637ef681d7e23ad80d964c0fe51bc2,1,处罚次数少
594,aec43561f0083eed682d6acf038403c4,2,处罚次数少
595,3449aa8b814d5a96462ebca8413c4240,1,处罚次数少
596,fd694be69ab86d370ec3b9b2b22333c3,2,处罚次数少
597,95dcdfa504ec5d48bcddb1bdd7bf1dd9,1,处罚次数少
598,ad177d1a6e56c86c60773c05b162d5e0,1,处罚次数少
599,81c0160b1f5c8f2ed27b7a9be64827e2,2,处罚次数少
600,7db0bd4f251a10d7faab7eee106f0276,1,处罚次数少
601,560edb74da06404d54758846323ab6c5,1,处罚次数少
602,97677825af5efab5070193cea4860f75,1,处罚次数少
603,aee75c1ad52ee1b9d7dd50ceca051954,2,处罚次数少
604,c106c5b22f8614375461b5cf8076ed00,3,处罚次数少
605,cbff3c8d435bdac69b997b14ff63fca2,1,处罚次数少
606,8f37588fff1723b69a13a8ea05cc5f5e,1,处罚次数少
607,9022f720543d451581d399f8584f6d89,1,处罚次数少
608,14642110e440b9544a2535763621649c,1,处罚次数少
609,c3cc9d9e5f5afd117b9ef7a43819a79e,1,处罚次数少
610,a287bc1258871e8fc8d930c2fcfd7542,1,处罚次数少
611,890b1747dc49ea971c99e110b2009246,1,处罚次数少
612,9eea7d0f037f61ade705b0d13d9c7e47,2,处罚次数少
613,514237cf9e94412b71bd042223fdbc1f,2,处罚次数少
614,7b12d1f33d3f8c949c561bd3bedcee90,1,处罚次数少
615,dea21cf83932d94d7360eb8376af4baa,1,处罚次数少
616,0accca32a20fc878c325bcc7c33b57fc,1,处罚次数少
617,8ca5b41c33c66dc89474a27f461e44c5,4,处罚次数少
618,c78fe5e59e9c4af6ab8b60ad76c437a5,1,处罚次数少
619,515db5262f4e22905586a18a1e078050,1,处罚次数少
620,01b0801d4e407e66bbba7c229b24f262,1,处罚次数少
621,74089c5c0e4b051cb2b8ad1acce49ede,1,处罚次数少
622,414a13cffc5a3e4c6596da1cbd4e3f92,1,处罚次数少
623,26eb3c807904389fefc879e5b2303a6d,1,处罚次数少
624,322ad283e47e1b8f3ed934d32f08cdf3,1,处罚次数少
625,1fcdf0a0752f0449af6ffa42b14e95d2,1,处罚次数少
626,30760bae09176e016f1448d1efc7de41,1,处罚次数少
627,49ee756cc99279f488a825bd32bd1c61,1,处罚次数少
628,c52f2c94e695558c012c653d69da15ce,1,处罚次数少
629,b257ded69fa00f746ff650857bd79122,1,处罚次数少
630,3cc8fc7eb0ce272f73d399fd5a753a0a,1,处罚次数少
631,f8eda920299058cba27bb81fa61cb230,1,处罚次数少
632,e19441c6b892f79580e854e616847d28,1,处罚次数少
633,17904b620ecedc239e605002a50af3ec,1,处罚次数少
634,2a5811f9e3f12478f73f14a26a590a47,1,处罚次数少
635,6185e7cd43ca8298a0102bb4dbc621b7,1,处罚次数少
636,31087b9a1acbe8e3cdd91d148845a35c,1,处罚次数少
637,ba0d95e1ca3a272dd99d2f52aae869c3,1,处罚次数少
638,a7a808b7cd2f3758bdbb85696ccbf702,1,处罚次数少
639,261857d96ae3793090b8c698b01097c4,2,处罚次数少
640,052496c0030538c86148d609b5033f77,1,处罚次数少
641,8a6ee73c1a02635d92bcbf7e532e1b09,1,处罚次数少
642,0e7aa7ef55603016e996a0c4b2df18cc,1,处罚次数少
643,7e673b54d0acefb39fdc9ad0a5de79b2,1,处罚次数少
644,82640fb6556ee0921915f516c980101a,1,处罚次数少
645,620d46856091d91b22be58dfe0d168bb,1,处罚次数少
646,41bf5a170e5dbc2056d1eee7a41440b4,1,处罚次数少
647,6adf5296b2f6a0529d1851bd1cece5c8,2,处罚次数少
648,87f09f0c829e75ab485fff05096174a9,1,处罚次数少
649,bd768b33fab3eec4636cb1d81ffafda7,2,处罚次数少
650,0f0fa5c552453b6965cc78cab6e35b21,1,处罚次数少
651,7804506de61538c85df1f40b85ee7ac8,1,处罚次数少
652,fa54c7e493159abf9d68ffac9ab9068b,1,处罚次数少
653,497a0f2c185dd8e26624be00f3f7e803,1,处罚次数少
654,ad2f07a2cb3766c15c9d155cdfceff67,1,处罚次数少
655,4bcef5301e75af3bf0a3095ca9b81850,1,处罚次数少
656,b9d821b8df38fc7a449cac74e44efd79,1,处罚次数少
657,bd90f3791a70c4844304a4ec24a8c116,1,处罚次数少
658,7d34e4dcd8b50467b8ecaf395c2080eb,1,处罚次数少
659,02a1ec66f1bb1678e73d14fad3e074b8,1,处罚次数少
660,325c3521ec0d681ca4b91e0366190910,1,处罚次数少
661,bb420424e9fdeb32f904c9a4492292f7,1,处罚次数少
662,d84e78dc2993c46c56f4be8f36540beb,5,处罚次数多
663,0a1199465e795775fd2c04688a550bf1,2,处罚次数少
664,498f930c459a6adaa30180e01893f370,1,处罚次数少
665,a7e89d83d7d579ab9bd1398ff8b4982c,1,处罚次数少
666,6230b6ff9259673a35837b8face0bd45,1,处罚次数少
667,9f8689b02cbad2b5fadc9b91fa08b9f5,2,处罚次数少
668,e0f138f695c859280d0bc2a7e491f90e,1,处罚次数少
669,dbf460223490cdb6ec229caded92f6c8,7,处罚次数多
670,a9b0d4152a44e702e834656ff9fad2a1,1,处罚次数少
671,59a4644cf5d852c1e165b7154bef6dcb,2,处罚次数少
672,5a72818fdcc3d2eeb290fbe0cb32fbcf,2,处罚次数少
673,fe0d9a731074f21d0f856f9077ec6026,1,处罚次数少
674,ae5dd10aeb8545ea12dc6186d4a34c3e,1,处罚次数少
675,6059fe1fa57a359086e5ca63ffa7bea5,1,处罚次数少
676,43ebaea3df8125967dbbbac186bf851d,1,处罚次数少
677,2d93ef8d487afdf8049435c955642144,1,处罚次数少
678,e3b08219ec837a11dd94ea06ee1b8f92,6,处罚次数多
679,57f343eb3d7383927bfde83eb8505f07,1,处罚次数少
680,fcd9fda36aad1038ca9a09659a412020,1,处罚次数少
681,452c77737763780131ad4267e232c254,1,处罚次数少
682,789e7a0008853d750f733d6d68aeaaa9,1,处罚次数少
683,aed067f22e21ebcf893bd5c077e9bedd,13,处罚次数多
684,00b4e838686e186152c971127cec6a7c,1,处罚次数少
685,164d178c7244345bb2b1d430c833e865,1,处罚次数少
686,c02f1e8dc239221cbdb1ecc5e7e7c307,1,处罚次数少
687,edc3205e9cf1e2bccbe739ade67958b3,1,处罚次数少
688,f484bcde14c48ab6ff2caba8ec1305ec,1,处罚次数少
689,938e8b69b41aa548e16f46f1f9926e1f,2,处罚次数少
690,6ff5b3b50276121fb09a01f4e6659a44,1,处罚次数少
691,e6b823a695456448070e45bee2898ccf,1,处罚次数少
692,3c2b9eb3f4ac939131d462192c5ef037,1,处罚次数少
693,35c64a88304c2e614aa7d23b1515c921,1,处罚次数少
694,a52b0921664dc88b4eeba1b63ede6e99,1,处罚次数少
695,201f8a3d5b0c747da4f166bf6a9b55d7,1,处罚次数少
696,a44bb7533c6aeece1dac61e78dd16c3b,1,处罚次数少
697,d363b2dca5b2d8623f6d45e948593117,1,处罚次数少
698,fcd01ab8bbe46f15a0cc09d2020c9279,2,处罚次数少
699,9deb7268303bda7de539106560281d6a,1,处罚次数少
700,c638df778c78612cf99b7a902f4b3b3a,1,处罚次数少
701,642f7571da6e9ecbb96c820495cc5571,1,处罚次数少
702,77fd94a5c6c369a0226a8cc934930163,1,处罚次数少
703,7dadaae30636e6ace9896d0dcd34e0f1,1,处罚次数少
704,f68a132515370169a0db7ba643029b23,1,处罚次数少
705,17d201ae93094494fb6b3dacca10d82a,1,处罚次数少
706,b9226f5ebaaf65d31b4c37b0d5742afe,1,处罚次数少
707,eb5f9f6bcbc89a10804c8d4500be24f5,1,处罚次数少
708,5656f490672b94f23e1c9cad069ae8ce,1,处罚次数少
709,ab7d23b6dbed28416c0ea7ac2b0e5725,1,处罚次数少
710,4182550514a115f3cdf9c51a2de5d6f3,1,处罚次数少
711,1b4147de0368678c17b376252acbf37c,1,处罚次数少
712,7235098f28e4d47999a12282f5e33621,1,处罚次数少
713,e9527323e916e7efd689191cc8935a62,1,处罚次数少
714,2f9b2714b4a7177fc51a45527f34d173,2,处罚次数少
715,b3904b8fdf75b75538b751c84126b920,1,处罚次数少
716,7b45151ffecfd527f4f7d4d7f3670d07,2,处罚次数少
717,9eaaebb3a9d5d6b2d0f7f0b5246b3bfa,1,处罚次数少
718,313fd022ec21661235c261035791e9c2,1,处罚次数少
719,f3951104a4ca258409bcebf421d303ad,1,处罚次数少
720,7bc24b967d0d0c700fe4ee4fcb04b141,1,处罚次数少
721,91871c82930e95d972324d43cd455295,1,处罚次数少
722,dc1a8a1a9308d3e8f64e4819a25de1d3,1,处罚次数少
723,35eb3e3ed2b5105feb3493e67f50efed,1,处罚次数少
724,3193aa6949f03984b4caa1e0ca80ed03,1,处罚次数少
725,1d3a53ffc02ae1f73dd27720cdb6ba7e,1,处罚次数少
726,8c7ee6ef249d59530fd73b8044bd69ba,1,处罚次数少
727,2fb73a8b24c08f4c69394d739d03e565,1,处罚次数少
728,948fc74ec1f00122340fc253ef9ec5cd,2,处罚次数少
729,6590ee5a247ec8d0781dda37153aeed1,2,处罚次数少
730,4bfcadbf13a563fbf6f53b791ee62f6f,1,处罚次数少
731,d0c13d5a0a086b09aa8556021b29420d,1,处罚次数少
732,c0682ae235415d700ad1ddae751dc2c3,1,处罚次数少
733,77d28a58fc870122f92db12d724ef8d9,1,处罚次数少
734,c2d70acdc10414f184f94795cba4a969,1,处罚次数少
735,22f0bb2f1a2495c4abd27a00e98e9318,1,处罚次数少
736,35d3e047357ccfc9d960b8f705730ebc,1,处罚次数少
737,982db301a4fc32255750a85edb7c9cb3,1,处罚次数少
738,d3da3bad4cc934c3c8a541f27c8f945d,1,处罚次数少
739,7f2d0c740a3e80d0a6ebb3172896b154,1,处罚次数少
740,61a88be7973c0b19feb1a3811d43305e,1,处罚次数少
741,bdae90c3cb0232c1aedaaa1af84962c3,1,处罚次数少
742,e6ada0b10ece18169b88099790559894,1,处罚次数少
743,179ca1cc318fa2e3c8195a6b17703deb,1,处罚次数少
744,0fc21e12caffa7fff3d7ae4bdac07976,1,处罚次数少
745,550315b6f62842300ae0f43ea383fd74,1,处罚次数少
746,454b6027bc2fbc56538dce1af1efdb00,1,处罚次数少
747,132b6313e18d17a1a6bfd0e82b2738b3,1,处罚次数少
748,e21ae65caeb933d0aad3dfff323e17d4,2,处罚次数少
749,f6739e84f9a54a03f4b4784a2d7ff13f,1,处罚次数少
750,e2f8dd69ad175d027f6492767e3e3793,1,处罚次数少
751,0a099289a1c037bb0adae2cc556e2e84,1,处罚次数少
752,bdc2e0829423b066b80997e9e3952338,1,处罚次数少
753,d5cfc7c496f550ddbcef72cbef7ab74f,1,处罚次数少
754,dd81806aba7134a5657c037d66431a28,1,处罚次数少
755,2dc6dbfff3409017f67110a3eda40c1a,1,处罚次数少
756,69c5f36814ed7319135b14372caa486b,1,处罚次数少
757,b564c63df3b27242e8011f0abc305918,1,处罚次数少
758,28865cee19b2de901c33a1ca244c7320,1,处罚次数少
759,c88c3e5765f4e9f3667a654bbb54453a,1,处罚次数少
760,693f0bcded39b7c94cf34e8222ea0527,1,处罚次数少
761,23fb1841d36665dd0c5757d90fba53de,1,处罚次数少
762,b9a7490e8fb5db8458bd68672c867113,1,处罚次数少
763,4d1ea1801359fe550b8b69019127c83a,3,处罚次数少
764,dc2de6b008da9a01f7662cfbf9c61132,1,处罚次数少
765,0638698dd3bc6197911d8da434017691,1,处罚次数少
766,20712c1cfef9c9fa1b296f8a481f1dfb,1,处罚次数少
767,6065795e11640480c4008449e35c8178,1,处罚次数少
768,3d4c6e324758740384ea986f3421f28c,1,处罚次数少
769,ad7a441e250b28d9111d89b93d1d51df,1,处罚次数少
770,ce5707a98d57bd6288feb28f054162c5,1,处罚次数少
771,0d4f01487c1f68052c2d351757bd2b83,1,处罚次数少
772,d268003598a09aafee06959d22ffb7f7,1,处罚次数少
773,374c51768bd9281d354382b13c2b80fa,3,处罚次数少
774,807ef8326cb919eaa835a21af8228096,1,处罚次数少
775,13737e7d4f1701913d6c518610f37ee6,1,处罚次数少
776,4be156ad0844592b1ed7696e6419816c,1,处罚次数少
777,66c25c81ad0401a87fe03c17b036bb8f,1,处罚次数少
778,ad6866f35c5a888c9b74d8abc4469ba8,1,处罚次数少
779,eac3cde61310012ab2a1855f9346f567,1,处罚次数少
780,1e4ca022a41bd4b75007169d10d5faa5,1,处罚次数少
781,8c528839bd4ebfcbe8f50023d5ad8456,1,处罚次数少
782,54348a90591000946f9e4d7eb4d6489a,1,处罚次数少
783,c31c615e652840f47455d25d7340b1bb,1,处罚次数少
784,324df487f9a6c57a090aa911ac6f38c0,1,处罚次数少
785,7494013c327d58e77dd161c984e52139,1,处罚次数少
786,08ea8d801f2640ae04c66354587ea1e6,1,处罚次数少
787,69a148e773b31d0d10f4a859138bb627,2,处罚次数少
788,7877b0a924db5b527e06fcbc81de6f39,1,处罚次数少
789,213fb050a711f0dd3039dbb88cd1de6e,1,处罚次数少
790,3259723f4d702929e6de1b3fbec97c65,1,处罚次数少
791,3e2082295215f36a7dfd82061b5e602c,1,处罚次数少
792,19e7a403d8b9f7075a8d80886ddda65c,1,处罚次数少
793,17e9becb82276f27f2200af8ad4e7ea1,1,处罚次数少
794,92ac9163bc314d905f59a1e5bb2e5210,1,处罚次数少
795,c13f23504a57639233e55bc506135748,1,处罚次数少
796,cc6fbc3c11781fa9afbe5961209ffc15,1,处罚次数少
797,689fe07accaaa4bb3252d035d39a43f9,2,处罚次数少
798,51c99d0c08ee1b8e97ca9554432e70e6,1,处罚次数少
799,93f00d9b03296ee55202d49081a4a97b,1,处罚次数少
800,10684d140c339f3d588018f6302a9920,1,处罚次数少
801,7768ea53015397758c9ecc745f11601f,1,处罚次数少
802,a5b6ceb67d7e42bf3c8380cf41e50e6a,1,处罚次数少
803,cb1001b61c1f7ade42028ffb211927c4,1,处罚次数少
804,a8cd2503ffb226a4d864a500e8e499e6,1,处罚次数少
805,8af96d6480d94bab36581da491450196,1,处罚次数少
806,948ca1dbf8b5867a095084b7c5d7894a,1,处罚次数少
807,88ba23e724e90bf390250d0d36405d9d,1,处罚次数少
808,0f59683f5ad10d4ccfbd63347e4d374c,1,处罚次数少
809,936935cefaff4037f13f6da4c836c13a,1,处罚次数少
810,11176dbd53423e3b82d3de9a6ff3e5a4,1,处罚次数少
811,5b3c92fae139ed7e5a07c56c41913141,2,处罚次数少
812,1f8f06b934ef1bd2fd1c343fb7d30cd9,2,处罚次数少
813,092edb06cb5c7f6d3f3c2311a2458d57,1,处罚次数少
814,feec6dfa166e0181370775244d25b63f,1,处罚次数少
815,02f6288dcfa8deff5b7e6842796c87c8,1,处罚次数少
816,a6d9e6561a066d2f1a8be824050a408f,1,处罚次数少
817,07aa56b1e6d539defb6ece7707fc99ca,1,处罚次数少
818,e2a7428a6242ab03a2fdb31025cd67b0,1,处罚次数少
819,21fcbc9563cfb5e023227ed4b4c8d460,4,处罚次数少
820,c1e8d788af26a8c14366df13fdf25fc0,1,处罚次数少
821,1258915e0c45aa9172c3a266722acbed,1,处罚次数少
822,bebffc84e1ba79e4378e28f3988146c2,1,处罚次数少
823,6217eb341a7a19e4e829a04ceb44679f,1,处罚次数少
824,6edbba6411bb73b7ef1ddb85d5393280,1,处罚次数少
825,6983eaf6347d4fcd7dc7e8fb6ea77f24,1,处罚次数少
826,f62aae8534ae05ace4db4a2b0fe994ac,1,处罚次数少
827,6fd59acac46d8740a6ea4a3b58bfde17,1,处罚次数少
828,c9512d3238761413e7f326cd8bd39acf,1,处罚次数少
829,b499303719ff833f34ae5d1aec8e8b53,1,处罚次数少
830,7230eacd59398a843d5a690e66dd9e04,1,处罚次数少
831,c248a8213b833a9efbe7b69f1dabeb5c,1,处罚次数少
832,dd28613ec16bb9da1cb82312c71533dc,1,处罚次数少
833,af5db60dcec4f78c801368afa187b847,1,处罚次数少
834,8d527a2da22c6fc3da446060e699048a,1,处罚次数少
835,254220fd6495e68e27cc1cd0b72eb610,1,处罚次数少
836,d9280ab1088d52a2854226f4b2d241ef,2,处罚次数少
837,2a95a230ca48d071862fe9bd4ad482e9,1,处罚次数少
838,6d64172da8b4ea119c933adc4d0440b6,1,处罚次数少
839,bb91004b3f15c03c29e19653c158c10f,1,处罚次数少
840,709e796e34a21629f5d956b2ffc1ebaa,3,处罚次数少
841,d4a913335a8ed9b71a98015788145dd7,1,处罚次数少
842,cc987f34fba1ddad59e1894a2afe7c18,1,处罚次数少
843,4706a33554af4426ec29c548f41ecbe9,2,处罚次数少
844,a3bcb16b1e951f6968e50c5914519bb1,1,处罚次数少
