,entname,shopnum,shopnumlabel
499,39ec4669813db2137745ab7764fa062d,3,多
500,b9aa71f76df76f8c707e03a2b98c6502,2,多
501,e3bc2a1f7148af945ffae5a523ccb31b,1,少
502,5f2c05a70f45bc1889d3368724262235,2,多
503,f693868334018ddea387a4f54fbcf367,2,多
504,ba3cdf168d3e26c3b483c324437741e6,1,少
505,3ad798d128c34d40f962cd3f12b36054,1,少
506,789a5693e2417912193053cce938e015,1,少
507,08ec41cf96cd264e16fda11ded75d65b,1,少
508,8c987dddf97c5493c9f30c680fbb1da6,1,少
509,46808afc990f9e531c4af872fac6bdd0,1,少
510,90796e305728a95890fc7a339d789195,1,少
511,8fbe8fd72d9d7d050f8cc3fcef324379,2,多
512,6a7e3e475d69a5fca8879fbaf719f947,1,少
513,c823180a6cf968dea56721c6981fb7fe,2,多
514,e9864b3fc6e76e5cffa9b59eb304eb97,1,少
515,47847ddd09726e872ad528bd17bc0cf5,1,少
516,597ffd7abf9c3bf2864c2a6c9a290cad,1,少
517,2dae07fd524e9ce24ac745094aad0e05,5,多
518,2baf5d118ee7a87ed7b43fc0f8bd65d8,1,少
519,da74cd310f659e1361383439b45387d6,1,少
520,45d9ee8374412be7c590e56d445d5c00,1,少
521,599e1dfaca5764c8bf1686381e8a8614,1,少
522,12be9c3a54ca58c235c9ee3123f540b3,1,少
523,f645e3839d0c21d046afa3f987d8b22b,2,多
524,afcb28a9e837cdebceb0d518460cb991,1,少
525,94e052875290afb9e35d255a49155218,1,少
526,3cc514f3d10246a9e0b9bbcffbfca264,1,少
527,4bb02f471f3daed47f8c96f092d1aae0,1,少
528,dc68a186e0546fc5ab3c9c9d012fbc71,2,多
529,473c3fd410b9dd0a8b65a43a9fead16c,1,少
530,db5cfccbdd2d4d3d40a7cf6724d6c154,2,多
531,0cdbdae96a3c9a5194f0d08f8e5ad076,2,多
532,d6872d3a58678bb7e5624e71b14145e3,1,少
533,280542952cb4db63859f0b377457aaec,3,多
534,4d20e78872bce7e5be7e56084dfe085e,4,多
535,710009a8b2c7f30a5c4100d2619ec533,1,少
536,880432796f813ce970f228e21b8a17ae,2,多
537,1ac794c4318fb4bbc80c991ce57be1cf,1,少
538,4930695d4d730251fbd33e4f0409afcc,1,少
539,998780fecef6093b1cb9751227308e81,2,多
540,c20a4fb7ef877ea6a07b3e4fb7b56891,2,多
541,3d45eba10cd84c015c875ea79e559d48,2,多
542,1c4937e8bad0a835feb517b56d5138b0,1,少
543,fa8aa19bd498b4b24d9bd65405ba2024,2,多
544,74773aa9737e84b31c5a2b9a47822bb6,2,多
545,baa5a1579568582d32a926ec6af7cd11,2,多
546,9ab96fb78ccb6f539b392aef11cee937,1,少
547,20e6c67b8a8ff8309837ce2c1f2b9a43,2,多
548,839015d58ff0000683f1462d263aecf3,1,少
549,113697cbf269afa0793311e959647199,2,多
550,a16be8c467dd59350d256514b3732322,1,少
551,c799e82a87ee2fcb744a42114ae05e8e,1,少
552,956923a092d8c24d984d78af1d431a6f,2,多
553,db757b827becc48dce3d9ea08e6dfc33,2,多
554,8cd2582ddbc584fbcec461ee2076bf22,1,少
555,c66dfcad70da0099257f6cbff49a8064,1,少
556,5f9adc3a819b0e31fd06e3bb47e90334,1,少
557,b5d88a79536c3f53b58c91be6175ec18,1,少
558,3c538b73280987ac8845c4e626490149,1,少
559,f3f9c9c164e52236cb54c46759ba8d01,1,少
560,154f4ecae45688d3aa8fd225cf41d24f,1,少
561,6f5752a8c8a85fb286b6f35adc77e6f6,1,少
562,18c5fa7fab62d57a6f6d672e9d1a37d8,1,少
563,30da5b1b7da3f067c4a3e605842ca0df,1,少
564,bc25887e94cf9196834a1107997f2423,1,少
565,91d06ca563dc82b505546cb71c42962f,2,多
566,75d66bf08e548ffec263488b2b124c90,1,少
567,fec18c5004bd88c46c1a2f065ce1c272,1,少
568,d6bc1fd3f2953bd29d4f7714d57ea3b3,3,多
569,bdcf6c3750dd3b3f9be1b45aa81d87c2,1,少
570,6e676c22534420c58fe2f915c4088059,1,少
571,22318f5585d1afd053ae4f5bd4be81a0,2,多
572,d49fc2e5a0d1d07ab91abbf81631a8ce,1,少
573,84344b238c5ee6cda2f58a19530ddcf0,2,多
574,d083b024ff544747985c9ee8d33ea071,2,多
575,8c7cf92662468589126ac39414db2544,1,少
576,3242525ef7073be3a0ad5a0a8ee01979,1,少
577,bc10a3b87be300b8715264a6c5324e0f,2,多
578,133c5133162baeb947c47079521eb797,2,多
579,d7b8b2738a31b1d42dbf7e2015feeb6b,2,多
580,c6006baff74787d782c07ee3890219a1,1,少
581,42129851bc12f3df0b9e11f0ded657a1,1,少
582,af226473766afe1e9eaa10385715cf58,3,多
583,ea022439d32e9bb5411aead98a2ed5dd,1,少
584,1c7834455be343143f1dacfc623b9830,2,多
585,cfdc1ed0320c5dc650f47580c0445f3e,1,少
586,e5067f6856891c5b48612bf8310e1a5c,1,少
587,54dde4f5e50cc3c234963371c68181e2,2,多
588,8de5d0a23037998ba6d33487fb74c5a7,1,少
589,de47bc0b736763285a402a8abdfc1030,1,少
590,c22129c9130dab36ac3d3a050aaf0160,1,少
591,66516154b2d22d1c1503b81f080ff26c,2,多
592,68fdc19ab58bea69f66c7e272b49c0a7,1,少
593,a431b3ba90079d478e5913952800bd75,2,多
594,eec90abf04437ac0495746a6a37056e1,1,少
595,d425e480709f96b575e98f693640975b,1,少
596,b5dfe6fedf6d2a92aef93c12f177fcf9,1,少
597,f93b7e95c63badffb5f08b25186242da,1,少
598,46c22951a86c11cf9279b99f08e94c2e,3,多
599,7ea7f2c14ba49ad8d865d34b807dc73e,3,多
600,b72c50412509af86b7607f1019640d35,1,少
601,749820cfb985b6c8f847b1566ce5c956,1,少
602,c51eaad58b93111ca6827eaa569f1337,2,多
603,276160ed19c0c62cc7ea42181d236d70,2,多
604,39fb1460b6cd99b74ed6fdd8d3f51342,1,少
605,312649a528c9ee21519105ab23b21bc6,1,少
606,4e5b30f3f4d722b6ba939ebeb9c28c30,1,少
607,01d1341e8699e569758adc70b6162153,3,多
608,dbf731ce270a2c1d48ec2f79fa812a73,2,多
609,b656701677692e654f2126ce40d82c42,1,少
610,d4e83fbb9912bada438554abadd0e52e,1,少
611,2526fcddd000a5903041e32370d44498,1,少
612,0902601602d5032da7c686629235c74f,1,少
613,48b2fdd4f06a04501f14be2f5e3f0800,2,多
614,cdea60eeb52bdd8cdba2f79868a61002,1,少
615,b70caee161dba3a607858ccf63fe4d74,1,少
616,83c2f5cfb3243fc39b3163a47c3959ff,2,多
617,155ff0329c662d3718123585fb0d6a5f,3,多
618,6acc890b29dbd3d7b1e714145b06b5ea,1,少
619,ff69cd1056a4902f9e39102507e4a292,1,少
620,d01e57e668a31d15bb8c051ef5a74ed9,3,多
621,daf69aa39c3da7a4d57d4c38e157d79d,1,少
622,d4a943a8d944a1932c4964ec135773fe,1,少
623,edb2164ab50cc8f8d4594befed87d6ae,2,多
624,c4a946063a34def79d7b6b62da8093f0,2,多
625,13a576caaad686654a1d1e1882d707f8,1,少
626,c07ed285001764fc761d7f45fb446292,1,少
627,d2c8fa232968d68bc747e213f093385b,1,少
628,5cee703cca3d79e2dee985766c2dcff6,2,多
629,ba571292911b63ac8c6a54f73b661b18,2,多
630,8eeef72e98aa4eec59da0872ce1da66b,2,多
631,8a4985871616db2945b9b4f58217dc45,1,少
632,220aa08f3df350ff7ba5053200169493,1,少
633,c8ca25a0091caa6f6ed8d4f86e4c16ba,1,少
634,4bc228a265fbb3e995f61a5a29433968,1,少
635,24c03efe425b36532fd0a7f68aef96e7,3,多
636,d941f3c1af9e96e8f228caa05b758823,1,少
637,d86ff50e3e3b9d84c1a93da62a6d4021,1,少
638,c2b1fe0a5b3e4bc8e9d90d7d148b7f55,1,少
639,fa8a807e6b7b55ce2e1636935d54cc22,1,少
640,745509d3f6f9ea1296416051626d509b,1,少
641,6b20d7a24f4bc59e7f41c99549b07dfb,2,多
642,2d78d45bbf1b3a42a4eee4c5f80c8431,1,少
643,36c2596dedba81278710440d67fd46b8,2,多
644,719c0d707569a57227f4149d4916f0b8,1,少
645,45c144148038e49c614fbc6adcee3156,2,多
646,245b44b2e22951011a43bb876b585c25,1,少
647,4cec61f0c8a78535cccf74ad2b53115a,2,多
648,976d8d756d46d9505d4c5d30e9d8df1c,1,少
649,a42d8b9b1e53338df5752328414fdd56,1,少
650,3ebbfa21e55295b86d979af7a46b795a,2,多
651,1f365e159dfbb242dc9f47142924710a,1,少
652,3451ec0f53913efa22282a6cb102c2fd,1,少
653,243cf61558c56b00c306252e8b0df750,2,多
654,831c83f9b68cc2e1369faf0871470c08,2,多
655,382c4488aac9fd38cca04b9946a78ef1,2,多
656,3e958d3d585e02b931802a5abfad331e,1,少
657,354e1aaa7338919fabb6d9fdbcfc721e,1,少
658,6eac47071698afed2a71b584f8a079a3,1,少
659,a9d2293871b42097de7dc076723b554f,3,多
660,1f56069f28280addf1ed4e3fb5d8f4cf,1,少
661,b144014338c2528a6ed47de81dedf1d6,1,少
662,89a74273ec1793e3e81f73a8ab0ec5e3,1,少
663,718e30e833b85ef12b98be2d5ddc43b1,2,多
664,3bd58c9fd34338fdeddda4755b25b9aa,1,少
665,d8bfc28bcd48948a50a42a91abc404e2,1,少
666,f7932c07bf4083ed282dc9ff0e29a02d,1,少
667,17c761ad172497eb67039aa3ef800f39,1,少
668,7ec28e39759a8b001b8bac00c1cafe0f,2,多
669,14f21162663e2898e49583925e9e2c83,1,少
670,5210e450ffc4c55111af2144507abd1e,2,多
671,4820d95f093e385b86c81156f7c583f9,2,多
672,d49a8657316e66bf95b38a7c6c509f93,1,少
673,1fed243449800517c12a7d7a91f9b9a6,3,多
674,04ebb4bc76fe1958e23db736cdb99bc7,1,少
675,998486991424d9391620b052beb3db00,1,少
676,41c63e7f3b2bd46ee3989ec863b28f6b,1,少
677,39bc0a53cf210984d7903f1531f7b004,1,少
678,4ad6152249fc1e000b10da0e06eef9f7,1,少
679,3cc1d7e3b0cdcc33c90d47b52cee0a31,1,少
680,6152a5480912cdb561cdca102c48639c,1,少
681,980aa017ad23e1fbe1c13a5403e9ffda,1,少
682,bd94bb9cc71825e029540f4843c9c627,4,多
683,7e8930dbf2c8346e01cad3c4bf47b588,2,多
684,027241463de7a4cde60191fffef79ea0,1,少
685,2582c084cf237fa631660d287df59d72,2,多
686,ff81e9fcd7c7217f8dbe8e646e2c01d4,1,少
687,2c1177efd3340eae4dda0b0d14eed5ed,1,少
688,d0b6f1e5d4b780b0c910f1af09d4ff2e,1,少
689,ab1f841f94a71f5e2fd2d85acc4c3161,3,多
690,6607af9784fbc980c608a11b3d8ccc48,1,少
691,90f40be0d711693846c0835fcc6946c3,2,多
692,9a3bf9775fd009e0fc6719b8e3784e94,1,少
693,2ba773fae318e08371324e44b0a8e153,1,少
694,4579336e0a0274f07ad48ecdb0bc785a,1,少
695,651157f84f4144a006a1056040f0cd3b,1,少
696,6cdcab7346576041c94057ebfdad4b89,1,少
697,ff56f782d784e7755f89b3d307ffb01a,2,多
698,e9ef8bacd0cf6ca5b846bbd37e599b4d,2,多
699,681c69633c14b07909f0add06eeea1dc,1,少
700,af8b0ca0cac247a955730f9f6ddf55fc,2,多
701,ca850cc827a680b2466c92da891ef617,1,少
702,d958db0bbc5a8397cbd9c6980716c9f0,1,少
703,6037315a328098889b50c8c8d0aab8da,1,少
704,120bcd8734dd29dd8b7c3616e362de37,1,少
705,92b7b7d66039c47b414c642b2a8deb91,1,少
706,266aa150a77206b3fab1349cd4838dbf,2,多
707,9364d77eeb7302cc2a7ab7392b83d54e,1,少
708,0a5063eedf355875e6bf70467c2ecebb,1,少
709,c78c0c495f6421f78bbeb45578014f38,1,少
710,69d4ed3552c58bfd86270ad43595a252,1,少
711,785a4ce3646d71c2dbd6c95e4ea75525,1,少
712,739a2bb6ad4f65e153eaccbef24bd72e,1,少
713,07340d9ef64001719aed038459a2682c,1,少
714,5d47ac9ce1436cabe9b0c13dd2c425e6,3,多
715,bb7914f7d04b1fb7be1633ac7894fe12,1,少
716,6bc57ff4463529eae307423501186956,1,少
717,ebc3c7a82fe810afac43bf3186732210,1,少
718,60fa333e3dcb52ac9398ca01cc49b30f,1,少
719,e489185af626c6fde04bab29063cc277,1,少
720,ad48be6d116753cb71d51f2412022dbc,1,少
721,a20a6fee2591b7c707c01a15f1b6b0e6,1,少
722,08661d287f307d0a6dada05e9f775b94,1,少
723,b63ab28a1f20d2c23136347aa589f41f,1,少
724,675251b0bcd0c18ef8a607fc033df5e4,1,少
725,0e3131efc85745aa05c02f7892a4e26d,1,少
726,47af16a76ef9c12713576e04a5be11e4,1,少
727,e63208adf39e18962cd2e7b062cc4004,2,多
728,deda54f4a5df777199393196bbcc55a2,1,少
729,cc667eef90a6b057f46fa54783dcb3ac,2,多
730,de6db17db041337656c5c54af59b1bfe,1,少
731,fdd939cf9a48ef7f7ec61b61f78b59d4,2,多
732,c45909e30254fadbfb6fbbf73cf52520,1,少
733,4d43d971c5a87ded919853192b5df0e2,1,少
734,df1669d364f199b98ddeabfe1594c6e6,1,少
735,e67b642053c3fe84768484b5d242e9af,1,少
736,a081b59ab2ecd8edbdc67ef6022437b7,1,少
737,54ea2fb519b8cd70a83277cf0303e684,1,少
738,344061cb0306ca784b75f806a880aaf7,1,少
739,bc70a8a5aef3684657dbe7a1b5f0ff1b,1,少
740,0258cf88e13638900389a84d3cbfbf3f,1,少
741,c9778c6c7cd319120063832799be15ba,1,少
742,b056e36fab76f078301901045741d0e7,1,少
743,4265937898cea8a325431058143a8f67,1,少
744,8726c371599b22ca6f4eeffc5135f0c4,1,少
745,bd7cedc0264c4dc0f1bad8d826625a48,1,少
746,c12da847a1720d0a44b5080fc0c6dd3b,1,少
747,629978797b74e8abd14d48b61d41c91f,1,少
748,54b4112a773368b18ad2de8031567e5c,1,少
749,d3e8e10d7f38ece487da2e615643ad80,1,少
750,de3de3ae8247a7c1321cad1cc8376dc9,1,少
751,19fdb7452fd129e42fdc13c1c48fe2b9,1,少
752,5e781f17c00ca5bf8f40ce6501838ce9,1,少
753,4dfc1a15d5f42dedcfb06e12d737ac89,2,多
754,9c1be0f4f4dc13a5a55e5e20d79b5975,1,少
755,44e152a6bdc06ec67e1bb33ea703fbaf,1,少
756,c8ac5d40add1a867b7da376c14e6ae6a,2,多
757,fd8dc245272e6f49475464d17390ac9f,2,多
758,6abb0a05ef11647e1ae001b225c1c2b3,1,少
759,4ba32ffd42f7b433a8772146c7a8b991,1,少
760,75c8e98aeecaec992446295f2cb73ac5,1,少
761,4a85582cefd6b1ef00c6742266eada78,1,少
762,a942679cfce05594e4b88bf7453a37e4,1,少
763,699806a6158248e14f8f44faf12a8ab6,1,少
764,74102bf2d4425cbad170d3c1b43c7415,2,多
765,b2768ede62293cc9e4811273ec417218,1,少
766,ada0de04ff25f2e46390185af17a677f,1,少
767,bac03f590c49532bd79d4a0e22900a7e,1,少
768,b08f1c16033777c2eb28c6a51ce333b7,1,少
769,61b6995a727039203be5cee87be80075,1,少
770,01bb8351b0445c0016bf0dd1cc42c0e7,1,少
771,ecf374cbf7b41069b85f1c6eb4e13f63,2,多
772,65e82df23374a630ccef5406b86e01e2,1,少
773,fd997b9a9d0af96162182cc785d7f1d4,1,少
774,895a20d52f7ea9f85dce60717f8377e3,1,少
775,83a68527be5ba3bd952db8895bcc1a2f,1,少
776,e94792d96c77de948f6aa7e8acf4e85e,2,多
777,6d15a666d503979e9c0be312c56b4981,1,少
778,89510cf41451f6e0101fca57d67004f0,1,少
779,463a6dcbb51e967b2049c6c72316d0a8,2,多
780,749b5da4241bcfeac96f48b96d9d70ee,1,少
781,2ea1f2bf0c314a91e04a2ee816fda437,1,少
782,f091bdfec2e01056230d5b776c0d2373,3,多
783,b87d079b9fab42b001233693b7a4de51,1,少
784,10e87fb2ed012047780b79bbecfd0419,1,少
785,c83aa909fa37b313c07bc5b6feb8ce25,2,多
786,c81308a912e8663c667bdfa3662442de,1,少
787,26b0f0e6e15a669540cc093ba9fddd5e,1,少
788,5b898f9322852578d632a7fe752c8d42,1,少
789,17ae64ed0ce500f0ce05610a2f06d16f,2,多
790,82db4fd0bea8029a08258baf5e7672ab,1,少
791,ee87c6201bd9fedb6005cdeeadcdcf5d,1,少
792,dc81063f69d6fda7ee9570305890fe04,1,少
793,6a6cfb3ea5b9a0689573e4c48074a768,2,多
794,8eb2c2841f92ac60b12a74cf1a928240,1,少
795,051f5bdec92b2f495aa1903e9b427d60,1,少
796,9a5fe7f7f1552d569b5159c6eca8bc25,2,多
797,57244b5b824f770cd911f9f5cd1c2faf,1,少
798,06b824d0ec42e41e1b135aa97b0b5719,2,多
799,a6e403153d565b444be32e80018a0f11,1,少
800,0123b18df58486ae31e416ecbb24e434,1,少
801,4b40f706a53d0e44d212027942a81e56,1,少
802,d3e331380970604cfc047c6e2138cdbc,1,少
803,3b51e9fdf225b3e8235a7744f0d64b7c,1,少
804,cf3368c2290c042967184888a8d1b1fb,2,多
805,be49b31c7e9761471abf2c66ead7d5cf,1,少
806,937b07db15f4068cfa86d5de420b431d,1,少
807,5050fc46b848073c117217dee8cac057,1,少
808,366f55ac6630920a85070c05f3d44342,1,少
809,aad05a62753e4b39b44e67f0fa5bf4ba,2,多
810,de24ee2132fe95d01fa05cfe30190bc5,1,少
811,b571cd4c00eb4eda7423368fac6eed5c,1,少
812,a644cf3f316f00f2c527239fb51c17ad,2,多
813,6825dd4cc79a7e8013ede508f5dddbe7,1,少
814,6ff5a61094d2b4349c76cc1273a7362e,1,少
815,c5ddb182fb67afa9fcb1bba7892e04c9,1,少
816,9e2074b3df2f8f927caa3d75591a2772,1,少
817,62529dfb46572fcd71db5fdb3b1f1ba3,1,少
818,109d7dbccd918da8e2d36f65bec4a0f7,1,少
819,778b10be2206c3b4dbbf28a191d55c7c,1,少
820,d106417756909f84702999d6d180cd13,1,少
821,baa18ad8662ddbc371b616e3d1273569,1,少
822,cacb2870ae5ac3c6b509ffb9401f9374,1,少
823,e2681322134388425a17a4fa099cb6a6,1,少
824,7f63a27d98adcec9a3b5a4610622994a,1,少
825,f4aec6f35a7ff052c094f4fc249023d9,1,少
826,1c8f0be105e6be8da9b9e26832a16063,2,多
827,b6e360e74b9a690cdfc097025f9df0eb,1,少
828,3b63d365dee7ab49c1e5a00d41d7f11f,1,少
829,fa3cdfbd728f6b8992418e53e9141132,1,少
830,3dbfaa1c859c34201068d2c1c467c06b,1,少
831,8f78813cc91917e3fe4475dc6318b1f7,1,少
832,d003be8f7424fe339c9b95c82254cb76,1,少
833,6219953f712fba82fefe36221d4236bd,1,少
834,7a660e4fd726fdef3ac28b033314801b,1,少
835,be82470992d377e56e0ec6786d059507,1,少
836,e7fd330b087c952a3c24a505fbd7f489,1,少
837,4c1f90cb9c929c75588fc863f1798168,1,少
838,0ba77cd49014c4efb5d42a5606fd0f17,1,少
839,d63e8d2473cdcf1bf84108d80b88e681,1,少
840,b7f38d00dbd14b6e00dfbc8984255989,1,少
841,78e4cbd2f6f4b47e37df58a4579368ee,1,少
842,7992721d1ca98e4345f163019d4b690d,1,少
843,a440ca62e722b10e5c19c75f1f690cd4,1,少
844,ea858c7fbba6487437691f5f6439dc41,1,少
845,359598e8a9b10641cdcaaf2b124b1301,1,少
846,260b863e0948ae85fbb861718ce4b96f,1,少
847,d09a482283d491172cf07626509f820e,1,少
848,904ba2a8d5ff1d56ffe9e711f7e18e96,1,少
849,4d9c8ba6bf593a2732735a0a26edbd4d,1,少
850,4cffb34b533760313c22aa24e7e31897,1,少
851,506beb87b276707328c4cf212f67c247,1,少
852,02dbace53278a953eb1150fa39847840,2,多
853,ab25d3d1153628745afdfbddd2190a9f,1,少
854,f01fa1221c8d030da72637d435cffe92,1,少
855,e8ef841a68763db146c21528fe4f370a,1,少
856,13feadb95146efbba4977db63426dfb4,1,少
857,c885d1eb7c7179a337149b744ea9fc96,1,少
858,3614d7fd15b37a891df9125a7442a53c,2,多
859,37da737a0bf26d2b7257fb1090c9d7fa,1,少
860,062064a7cf4c0ddb5434a27562e0b85d,1,少
861,be587ce27990a01c06316a3c77ef9726,1,少
862,22b83b41dc8949b1b388168a19668cdf,1,少
863,465106a5560c9442ddadb6444f75aed5,1,少
864,c6b62cdde7f4a592b8351ca0e00d9bbf,1,少
865,35ee33be923f29c77de72a4cc4e2a0b3,1,少
866,951f02d898fecae58cd473a648ed20e6,1,少
867,43562416c44bebc3b1603d827130d8e8,1,少
868,05ab5c52c02acf168a62714848ba137b,1,少
869,ad355ee7036cded6b543fe6e83bf302c,1,少
870,7d052b5d138ac2effb1053cfe5b70323,1,少
871,34abd6971e534927cb675659e1efb51d,1,少
872,538db3c64bda69ba32420161ebde8aec,1,少
873,891bd6615e3bd75b0785d08bd18c0f55,1,少
874,9fd0715d3b8372e009b428eae73efc06,1,少
875,52e5ff93ce3e6d7e99abaaa30c23cbce,1,少
876,51e7c78c146e2dc394a569649e4ab44b,1,少
877,e8ce9439d465d4ff7287dd93309fa981,1,少
878,188c0f90ca7870a9e6c362b19dc11f31,2,多
879,ed150cd0c4d193f0aa084f3435bd384e,1,少
880,e786c4f57e886d3b1f5ef4562bf16f4d,1,少
881,7e81059682d0d6fda844c88e9f30e344,1,少
882,2ad787f2aa5e9400cdca8c60943b4d7b,1,少
883,bdc9791a9b5fb42211b1cc4f0e27eb81,1,少
884,7a236e0a3872d2f03b0f5971734a3add,1,少
885,bf267854b1078c38832ef88dcc44fc44,1,少
886,fa74fad1dff582b1a243fd6e9738d7ab,1,少
887,fa6921fc09c7206928f5cdf72d9cc42e,1,少
888,ba079642af65d6a4e4b7c99c9b388990,1,少
889,8a3003048da276443b037d51293a7e42,1,少
890,6568086ecd7adfb503e0d77a1c06b5e5,1,少
891,0c240526f320468907fed94b8f464457,1,少
892,b8a23b997f4f170d8a7448b4ec5bbec6,1,少
893,83d76914fd1c5a89e7dbbe8da40664da,1,少
894,2648f7802f9cf73057286f885d2616b5,1,少
895,5fd9d2046f93b09c0710cf618bc62db8,1,少
896,ce3265a93bf1585b1ed2199278033348,1,少
897,bbb25b9386bdcfd1aca4611c29c75695,1,少
898,bf3fc98fb63cf562ea40cfdf07c4e6e4,1,少
899,e964754f87b87017a13fc02923ecc5f7,1,少
900,1ca3cc5e364cce9ab1ced6aac6cd0833,1,少
901,851ac7704fc2db43a5d2fad8bf993c98,1,少
902,81fed6b5374f8cf435ced2b6ddeed0f3,1,少
903,8cb0a8d5db05cca2a6668098d3ed0205,1,少
904,104753bbefadab04051a35c0af9f28c4,1,少
905,080ecedb36958de45d905dc990ecda27,1,少
906,46a9c6a4a3838d231dfaf1bf3655f298,1,少
907,8b73878e76359c90d5852cdf7b92d5f1,1,少
908,20c9dad4f36398382c59a035d2935b62,1,少
909,9cc4fcf19e69f76bf29c86f8e48c017e,1,少
910,944f71020b3f584bbfa61d2d509b9f07,1,少
911,77cb92a3d9925876e85339b5b574296c,2,多
912,d1604ff4d3e2aa8cadffd276bae2936c,1,少
913,132ee8b24a1a4fb85d0011982a7a10bf,3,多
914,5b85e198d2a9b3f7f1afab3b81c865c1,1,少
915,77ffb7b2efe2d0bc89fc0423982e440f,1,少
916,86b201b2210c6ae98536680696348998,2,多
917,2e030238dfcff1ea29d2d7e902b909c7,1,少
918,614e4275c0e3777493a711d718871680,1,少
919,2165f28d1e9885ada1a69383592331e7,3,多
920,1c4c6cd5aebb0e917009ee0bb19b74cf,1,少
921,bbfb8720e3b47395e01653159d9e0f06,1,少
922,d659720e1605992698bd0e12d71a5b58,2,多
923,c94d6b878d7c39c1ced5307b3f644214,1,少
924,d5f23765f8826adb92791df33ab9b27c,1,少
925,4b7c3db25f3719a34ba660a2417d3c70,1,少
926,2954f763b1aafcf371ec252213c3076b,1,少
927,8656df28762af8f2b9088a14025ec1d4,1,少
928,d9c174c0f08914e9bfeb78624c605cac,2,多
929,28fd3b656766dfe6881a8a5ee564e641,1,少
930,f7e99507fd1bb8973e318a5a9a7ec793,1,少
931,f6683fad0738c5df8b539146fc27a2c2,7,多
932,fee1621f10c55f918b8031571bb88521,2,多
933,99d9b827302aeb54bdc98b1a891927c6,1,少
934,63e8e3beb6e8c4132a3d36ea556882fc,2,多
935,60c42214f2d1bfbf0e0df659a4fd18de,2,多
936,393bc1a3842192ed2cd0a932d7cc86de,1,少
937,a985a787b0e7fd67b4d7804cbe1d1123,2,多
938,3d8b1a540c8bd352b46c7977cc911330,4,多
939,250c41df138ba0698c104f116aa56039,2,多
940,2677452bcaf32a33de3d070504c6e681,1,少
941,4cc5b63d521d461fdd2d7518ee6a8fe5,2,多
942,448e6d868ffb234103ccf5029ee770a8,2,多
943,f28e616273bb2194a25bf14cd2656ebf,2,多
944,5f592fa44a4785829f29499b1cff133d,1,少
945,6c6ee76b658eca3180c6c089ffbbbc87,1,少
946,fb31c73bc756c5a68c185f1b82ddf7f8,1,少
947,9fbfc87e84e55cbca23e02b3e0d940cf,1,少
948,4bdd3d7672e3a643a9124bc351cbc02e,3,多
949,013f0b4b13c5ed3f91ffbc94f688f169,1,少
950,bd4e5985fe643658185b137c6eef6d32,2,多
951,38c56826e9b0368a87edc8029cc27ed1,1,少
952,1935b1de419a0fb7d96035d7026a04ac,1,少
953,e94fe2ab5122d764c10a3ad5eedf3aab,1,少
954,f7a4c11723b25e1b6137e21730332ddb,1,少
955,427b09095e798cf0068b9b96ee2312bf,1,少
956,515ac07b8791d18e0e78804b07e48ee6,1,少
957,05e8a03294c2b64909483d62551d6f1d,1,少
958,dae99d71684d2dc3ae636d489118739d,2,多
959,36a710a6c33775b4aa9857052375779b,4,多
960,e85f4fb8e34b2c11af39ea6932664d9c,1,少
961,bef32248a64564cd715e619da839447c,2,多
962,09d919862218a496243296e841314d5e,1,少
963,9e1d3a75dd594208ed47637dcede5654,1,少
964,d2945e666b191b8063f60fdb0ca7a016,1,少
965,e568e1bfd85afa7b85869a9e98214d98,1,少
966,0c540c3deecfcd9bb521171cacbe33a5,3,多
967,94238c99c68e6e6ea21efde4998c13fd,2,多
968,22794c5d26b5e41778619e83bbbab30a,4,多
969,39afb3bc7fe43e95d73a66ee96eb200e,1,少
970,328602b2d4a7d233cd2e375311ba44e8,2,多
971,eadf2aa1b1d4c05b15bcc7925d76427a,1,少
972,7bb0a0c34d70e898d9fdfa5eba9e1ac7,2,多
973,fdb7547567819c284201708bacc99d29,2,多
974,ca583f65e6fc8550eaef1ccd7198deeb,1,少
975,efab31188d05572e6fd562bab782f255,1,少
976,003aefbba2bfa7e6ebaa2492e5e19417,3,多
977,6910dda6de9f9046337dca7332f78bc6,1,少
978,4a1bb6f0e97fe13c290b322c7a61db47,1,少
979,87f7650ec23dc5be3b4b522210671489,2,多
980,26a6f9229a0ea23ec8733c2ddf67be72,1,少
981,eb65fcd8fefd2a6eba2b47a08ff3e96d,2,多
982,f129f03919db8716df5309ff3d5fdb32,2,多
983,6e3a57f12df39e86201137a9f2a47c7d,1,少
984,663e3d1c97755e8d6a0fce23782b047d,1,少
985,77e941504acc02e698cc0833d99c61a6,1,少
986,c8c46fb9e81319adf1ef235b8cdd6cba,2,多
987,a549796931146579cffd7a14ba32f01c,2,多
988,a1eb7d90c9852b0be5e00576c4830452,1,少
989,ab4b749269b3bab0a6b7665b75f7a813,2,多
990,0600bef2b09a734ac03a41fa59bff3fe,2,多
991,6d7796838a2ae505bead7286a8b3d6ac,2,多
992,d61b570de123894f929b15fb4b894fad,1,少
993,baafc2093e59e6b3bd5d22516f0f0097,2,多
994,78a51debb54d52224a60e96d9041451b,1,少
995,cd1559ababada4d37d208f6c889c5031,1,少
996,0d7ededcfee20177f8b3e949d4a47f6d,1,少
997,c74eefc8619b371bd3537b5b09701d29,1,少
